"UniqueID","loan_default"
704517,0.241201644871119
678451,0.198342708946225
703478,0.164256625381233
724313,0.148034359136487
722524,0.211242593868564
665257,0.0628181458132114
748905,0.0665902373834228
685729,0.135267096173546
753364,0.181189376240059
683864,0.299239787796484
690476,0.22633587352852
667877,0.125969385047659
745826,0.221393848254968
745271,0.0452090092746504
658593,0.118632881479921
679817,0.178390473801475
726676,0.33164886445538
661208,0.065968317420495
658760,0.209726517997918
766664,0.192189603472595
710258,0.118591357953414
729599,0.109777168407595
695431,0.126872140982357
675870,0.138009910839637
672854,0.0907872169908925
668229,0.192897725938265
688981,0.0614155391721522
736448,0.164476864291703
655709,0.329624574843373
724579,0.06327478351807
712707,0.472007666214597
693802,0.215952679830718
664728,0.160786659168918
677095,0.148456723328303
727382,0.347966230949511
713029,0.248325466963086
763863,0.168404746466551
704829,0.150042154575652
670288,0.33634980476185
766571,0.222784582179585
712543,0.134984538630917
658199,0.275398454204094
659698,0.794296266452192
659662,0.194790128302913
664084,0.181495989087032
760027,0.131910947678749
682219,0.120428749626458
753838,0.120175107457304
757098,0.122263231126438
735204,0.058555955123422
656343,0.233084427967369
767870,0.0675309306769807
693667,0.266568750022384
753469,0.0305642529084618
697600,0.0359096462643618
702956,0.175335136626107
671599,0.130637705121602
693909,0.16003416300477
700966,0.164818974966699
702046,0.181073693698271
762026,0.195638643791976
760757,0.331359915749387
741613,0.215515069573874
722905,0.226192982292031
720775,0.118646427543865
687757,0.12042324063676
738336,0.266844773205637
755908,0.122346498485337
765367,0.0993314942893114
660513,0.291126853083025
710341,0.201295488290726
741108,0.298842529481988
713596,0.142210019293509
667849,0.154296253963762
741164,0.234153237973682
675205,0.193420036615553
656907,0.200275301074955
719713,0.0793980444011263
746993,0.0700974782397415
703846,0.143033328070059
752153,0.0996609021592728
706332,0.500262870829629
744428,0.179017487828772
707063,0.182819149996533
723144,0.1105548997067
765437,0.247685019181112
705493,0.121410036158569
694261,0.147885588532481
685786,0.183667399572656
675252,0.127837558525353
764253,0.565870142668942
762382,0.201897483222614
698185,0.25733282837551
697365,0.217323082981211
676291,0.221045960608579
719925,0.048423253332998
744053,0.503047271339008
764190,0.920622214139677
685656,0.078820101233916
691274,0.302081540783825
683578,0.0937377280972767
665097,0.247038892078177
684701,0.0702061205273548
764000,0.223454395989273
725644,0.180475958152845
751175,0.0675918790248593
703716,0.182311370111844
703008,0.190100362540469
724139,0.0880061525425116
682203,0.0764748129320117
744699,0.379372499871059
662179,0.099299662528087
718373,0.348617294028374
680938,0.178193310163672
721885,0.161097896542083
660454,0.111934218979354
748705,0.0872449884250324
664571,0.164594132929482
710600,0.201942641104926
696655,0.354358044060628
725194,0.093173665557367
742953,0.140863564781244
743010,0.121062643025474
713180,0.161027411366336
671279,0.0811000207741194
712344,0.142421875405497
703296,0.185091955465662
663529,0.296315304178429
707259,0.0911333152978267
685101,0.227223744164641
681897,0.100927074413602
690032,0.271285535627624
701845,0.0738831741199401
709553,0.11058546201759
657994,0.227455666595146
749543,0.191331890219694
721504,0.183924981011107
738601,0.269989572793787
712602,0.158897962423141
660616,0.11121527752412
743222,0.171593146975586
668448,0.138806179054993
713489,0.25863358792587
670519,0.324949703181648
674652,0.158976639482828
680430,0.0455223207676495
655420,0.12287602766638
658812,0.405349540523059
740402,0.198226708545255
757749,0.204794426604267
682332,0.105504929546041
684524,0.0862434442836865
731958,0.0852864396346073
700026,0.134413889100338
656559,0.115321805439355
690559,0.109251473856432
671667,0.262026632457257
708835,0.199759138563471
706910,0.161951696845492
717699,0.136863755496063
683736,0.113211086444659
718369,0.10387403886296
733942,0.0576802049654471
743648,0.200227922587642
712670,0.435572161484985
713620,0.187917176824145
704707,0.132598890113886
730346,0.166373318442692
662001,0.160288465331911
680795,0.149802481469016
765161,0.173777083715046
670447,0.0631143213977899
686798,0.131020955479968
691706,0.101351363475996
746748,0.154572234868616
758202,0.145016074764416
727860,0.167180651296337
719952,0.16498148396164
668423,0.20013968148287
747176,0.128570355157887
697452,0.0935016902034879
675179,0.142971376556213
745497,0.0990927137922942
764631,0.0911441008691948
688167,0.173583518065358
729054,0.108290087876356
757472,0.218231364427778
698013,0.147679950928512
738238,0.193776272788182
762617,0.174520494085232
750332,0.114012941929525
686500,0.101092768576793
765666,0.377517445259119
730779,0.616048215830276
708243,0.136272275250568
682649,0.373130869665952
765278,0.552733032253165
720650,0.178558320689512
677881,0.122539066768882
736930,0.209417831674407
668308,0.101187629615164
748862,0.0795240644187782
685466,0.195918396116279
740312,0.159946561647636
688730,0.1221054585029
664601,0.303013235286103
748815,0.211807152576756
744444,0.0894732388407625
718429,0.156826052823545
737666,0.110058538496834
721717,0.170652903404978
671156,0.0916949887865426
669605,0.0873257639855105
726873,0.11689740527836
755747,0.313129293786245
705876,0.237554448250127
750315,0.0465218541438736
720713,0.29195332497183
688922,0.300643235417614
756582,0.0969615200849835
708995,0.118763643300972
663283,0.175894178469915
681520,0.0451990248568087
671417,0.14857932934333
702586,0.124090156571824
664316,0.171214240321193
693669,0.0722122296804871
689869,0.142835769625166
692362,0.158084724314917
711782,0.0938273777834266
712360,0.232402098294521
744525,0.172987815284489
664446,0.143359651511296
695565,0.0617636513780277
766781,0.208860559385922
700300,0.177880523975306
745132,0.223675874307555
664638,0.263638154524058
749731,0.136719560415924
697942,0.0898911535161341
703766,0.106316557434677
699207,0.348047607459214
725084,0.133239519557088
709309,0.219512194808122
742624,0.148340061496499
766017,0.189723554577554
694483,0.40956886821532
726081,0.10111681747926
689556,0.21477350118774
670465,0.121050648631848
707988,0.449229714810194
710086,0.0807027423377584
757932,0.165424277590988
662429,0.165630787798131
735552,0.12755791948563
690626,0.180574772957623
669911,0.243462862082748
687085,0.190239198782889
757499,0.371615398351372
755671,0.143640532429181
740334,0.201753232280822
698192,0.249126874275855
692818,0.169735885488253
706085,0.221393848254968
742056,0.236838557093677
716965,0.164789877976213
711281,0.0477351593560189
742514,0.249421274488105
709762,0.123732981992576
716552,0.0969300280342814
705409,0.0987228619352308
656453,0.0749691190965322
708240,0.237827431500238
661584,0.0476350164084031
742551,0.0912179370849869
664397,0.176725150601614
769449,0.16256364746214
710372,0.224148785647499
751859,0.246652368077949
701963,0.186577863783916
767542,0.133848155813441
684914,0.2400645958063
730084,0.16071218862083
756388,0.100331829000891
656356,0.0428546006340194
744136,0.277264294555249
665594,0.287324401679755
714628,0.19177349160852
687520,0.144336546933391
716049,0.261602329141024
672166,0.12314479713708
739337,0.326414992657063
676242,0.130409144845323
727706,0.137279890481375
704773,0.117586076418847
668463,0.0607620861673316
744584,0.241096407928985
743313,0.216953816384662
752825,0.0563720670062504
721025,0.100877517537228
720272,0.328657098354362
681510,0.239731595167454
766038,0.272310368853067
717198,0.250774205857195
672046,0.0658125487880724
763241,0.110260345876698
717138,0.226160576219091
717445,0.124622176581702
747543,0.0853863229889972
689368,0.186454208373713
700435,0.198464810866952
683334,0.146635464132203
667349,0.0910029324898407
726885,0.221393848254968
717269,0.314407254239158
691681,0.138555756686031
740245,0.121926053357995
688929,0.0679958833996481
660503,0.156496250687769
710500,0.194815750254528
713289,0.19491828000163
759572,0.211150854524894
760516,0.550447362994579
761067,0.351554559619021
681498,0.392102626825788
675447,0.0463603485521901
680702,0.632124064849113
677777,0.195993131587967
753591,0.117087713960962
766159,0.135678617466658
677684,0.0849079264088693
762120,0.221393848254968
738063,0.199309894467175
742044,0.276466751635493
716235,0.216932809146637
685016,0.420891971440805
759168,0.151546907342987
698688,0.233281941194178
746092,0.264527713449282
704641,0.0869405554875258
707740,0.169611829513461
754365,0.131602229428035
697794,0.243782881148139
670713,0.222899477832362
730046,0.0981541526519399
673468,0.175489402895463
679547,0.0985784847706985
716305,0.218784338970606
763285,0.155272593331962
719188,0.295187516758767
663744,0.167244233595586
741803,0.15463773132829
726710,0.111132528826018
720165,0.126097880577347
655206,0.0430918655279775
672902,0.144726028249575
703316,0.150377203095823
680834,0.108108917554572
713528,0.221393848254968
754736,0.107600871818619
724544,0.285949992091268
728266,0.152735962240419
756910,0.118451072655558
734064,0.122935291833065
744614,0.221393848254968
667645,0.335672946466512
721903,0.0793365561714845
746651,0.248185882265138
676743,0.101835475780153
758764,0.221393848254968
750086,0.0391250591982161
724735,0.0502295662665347
731578,0.180245663710322
664954,0.115184864785893
739176,0.166255724696016
692273,0.199298795783107
699216,0.14663809310451
676593,0.182111881796083
674995,0.103094649068788
684485,0.144084604120123
750139,0.13098936549078
674781,0.137822483753085
764544,0.296647928903276
714609,0.183641890005967
707250,0.123824449340332
681055,0.442013059756611
703575,0.212587846684818
718388,0.103053562200988
716474,0.159528049537635
726538,0.522101854329088
725119,0.215394598586749
685270,0.187099870461135
666025,0.124404851232345
690616,0.122162350984408
655530,0.287667442340646
697357,0.141548783163634
693471,0.309397838751827
731289,0.359522680441192
711432,0.157685807879231
736571,0.0600717849906554
689092,0.102817864433544
688078,0.0976366326133247
670932,0.295040160718064
741445,0.156700474697889
689242,0.149254452798232
700704,0.0729911159457111
691988,0.224950175265385
762458,0.121178325965912
694971,0.026291031283045
711743,0.117716122578536
716848,0.233238323663704
745418,0.123100648044934
695870,0.188252581965755
734738,0.19671773885633
722826,0.0671738358992611
707634,0.0512276712793946
727385,0.155514308008935
672289,0.17656673430215
672522,0.383636586916814
727427,0.162581881576644
700624,0.221393848254968
682533,0.301483275376955
688045,0.332593390617864
682591,0.128993398612765
695533,0.226346614567824
726780,0.219445757225267
755542,0.185217285536802
728888,0.17872823945538
671541,0.117694529260977
663628,0.0920585991991403
705379,0.106175897324775
686550,0.145398488637867
733775,0.0800081939550268
680229,0.0978530768495449
693050,0.157561649958014
671177,0.16776667407792
655175,0.0953337399722111
703971,0.0711833161762668
702473,0.0936773058966522
714473,0.171486243416764
676545,0.122066556287098
756723,0.349849350508578
681937,0.128297964086319
753242,0.327954010023959
677604,0.133779968947969
683704,0.234935765352857
688873,0.147272707031663
691244,0.113109204425374
695216,0.251182729944631
730443,0.19488814086773
748547,0.114082405759558
697406,0.210033480912087
710915,0.108541179110212
753471,0.47145837599772
767448,0.136231826207775
658066,0.0813218540199074
681990,0.0703281381808456
668349,0.222124420090753
730592,0.221393848254968
726359,0.0387486403453814
668592,0.105009263184769
704728,0.066944043579446
756185,0.165409961231704
750249,0.154972294852994
714442,0.379085010461321
667765,0.420541651982502
769236,0.151717914622942
666690,0.0510787583761817
730298,0.174665942919064
720620,0.176090649742397
704712,0.0865242825141258
746747,0.0582454076950839
679860,0.154419796858479
751967,0.126951805350044
699637,0.144142085953321
673279,0.221393848254968
754879,0.358011980240306
719437,0.324711091833897
735478,0.0749116589344657
748511,0.0661054563653125
734561,0.151760906509946
682580,0.128492943372772
738994,0.160315872196009
706905,0.0282017732534492
691964,0.105612704050369
727780,0.172754403098357
763287,0.177644596660097
667699,0.20819004328674
706913,0.160496380820627
682682,0.154983376822596
691304,0.16309476432474
750078,0.0811863073292072
654663,0.0726606522061751
683127,0.249714221060172
765986,0.117145069896082
690195,0.187667630505406
679444,0.162663263434409
677763,0.187612099741991
736514,0.0651167460328537
746749,0.443342743428315
758849,0.312421934051799
709137,0.257467541179975
696682,0.27024446955046
675501,0.0864540691841039
736907,0.109933117458604
705109,0.845983108558762
717697,0.0543449570820993
724093,0.225754275292561
672687,0.266142667513808
762037,0.25297822312796
665880,0.132777420587343
673288,0.288289800851518
670293,0.0990264061267489
661534,0.111170614018462
752240,0.138021732146285
754175,0.214640983969514
717695,0.130037713799515
706476,0.163569878543449
669708,0.207696322379094
765882,0.140268346338973
699815,0.114409092128979
677347,0.149856297577838
660181,0.239689769100288
704122,0.18296750208831
751232,0.065172074874844
702960,0.290587103142994
659716,0.112096091101475
767387,0.136915495385484
712385,0.159469615639796
747047,0.0849785199359209
711741,0.244137775160304
746512,0.113253525520395
655812,0.119384053367995
750988,0.113686575635193
734436,0.0644791974688274
754177,0.0621587231876941
729451,0.160446132656093
701218,0.202072469641327
674096,0.192630366708323
663591,0.265626058489115
675803,0.151637875692319
667125,0.0876506185147803
693768,0.248003274077937
753982,0.262368845569396
672118,0.153350648358306
730465,0.101898606679626
726321,0.118822912459969
675714,0.221393848254968
764750,0.140187756706239
690335,0.305427295790723
698880,0.227511673482393
675118,0.0981739414769126
712732,0.0934083447151723
754044,0.362499296476284
726535,0.157469970892684
758355,0.73180392086625
739617,0.105985427975556
763590,0.224133915182666
729610,0.207004250330884
747889,0.0578799240550168
759179,0.183685599594269
751270,0.118305472323734
729521,0.138553807576574
759447,0.126204343430412
692365,0.0606768598024341
677378,0.0593502379464509
693231,0.124960838724717
713009,0.0811504402438375
718754,0.170190571464059
670524,0.226189961547429
689005,0.22574879120081
685565,0.0976575084322424
700398,0.147999139534465
768744,0.0714420821964457
765425,0.170343499798037
724069,0.0944720366200889
733261,0.162944890293125
734833,0.221393848254968
682894,0.0516486546556132
680303,0.022520124389502
766718,0.446320121908581
714053,0.32572261149273
760566,0.212179080192628
659364,0.221393848254968
713300,0.197830412872505
709436,0.167539622673624
713258,0.454871656758582
708435,0.326516069393533
716703,0.114147968738565
768833,0.360236642829698
740545,0.221393848254968
752321,0.118126839739871
693144,0.288673472600244
747806,0.0544952707851382
680307,0.163003002481797
710855,0.190361705212803
670692,0.218654179721384
661699,0.103553407736522
696886,0.107327422369621
718410,0.164041101286781
655329,0.139906817361876
723164,0.0994361658802456
746649,0.187601259208834
737781,0.135267228598205
664393,0.11980463177434
722632,0.117201111530879
717667,0.19368514029415
709089,0.151049875943259
704348,0.111954325996498
705700,0.489110349476625
764704,0.0858200610104683
687821,0.109520026394671
760987,0.182071268793923
739865,0.160377972863798
717779,0.212609583075122
695062,0.106728732598374
665530,0.124695307774397
657240,0.106384373153702
757073,0.29928645866438
658385,0.164272241238751
754037,0.269595630975074
710883,0.141864002692882
694462,0.104749909174071
708647,0.234233960240408
676859,0.100498914620568
709359,0.100818791864387
680519,0.0628857730385753
658756,0.215893205611852
722817,0.152420977546331
691785,0.185708818741884
744135,0.127457674445283
654648,0.157074519715992
675769,0.14417328686862
696365,0.21816566724651
738721,0.168701421949656
687234,0.286059845562677
697417,0.212115581676421
752637,0.215281872272869
746184,0.307759820458636
663594,0.0729178882854232
687152,0.356735360335557
704295,0.157721432174997
738993,0.145163133681494
725052,0.107735095098493
665958,0.0315989760049558
698774,0.161582532108169
690406,0.129289025133584
664407,0.29110240513201
715123,0.232124160366514
731640,0.127427415031919
673128,0.165444028078287
